Pregunta,Consulta,Tabla,Valores,Categoría
"Filtra las licitaciones de Obras en Dirección General de la Mutual Midat Cyclops, Mutua Colaboradora con la Seguridad Social, nº que estén por debajo de 474000€.","SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Dirección General de la Mutual Midat Cyclops, Mutua Colaboradora con la Seguridad Social, nº' AND expedientes.procurement_project_type_code = 'Obras' AND expedientes.total_amount < 474000;",expedientes,"{'tipo': 'Obras', 'entidad': 'Dirección General de la Mutual Midat Cyclops, Mutua Colaboradora con la Seguridad Social, nº', 'cuantia': 474000}",entidad_tipo_cuantia_inferior
"¿Podrías mostrarme las licitaciones de Servicios en Mutua Universal Mugenat, Mutua Colaboradora con la Seguridad Social nº cuyo presupuesto sea menor a 206000€?","SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Mutua Universal Mugenat, Mutua Colaboradora con la Seguridad Social nº' AND expedientes.procurement_project_type_code = 'Servicios' AND expedientes.total_amount < 206000;",expedientes,"{'tipo': 'Servicios', 'entidad': 'Mutua Universal Mugenat, Mutua Colaboradora con la Seguridad Social nº', 'cuantia': 206000}",entidad_tipo_cuantia_inferior
"Contratos de Suministros en Jefatura de Intendencia de Asuntos Económicos Este, por debajo de 274000€, ¿puedes listarlos?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Jefatura de Intendencia de Asuntos Económicos Este' AND expedientes.procurement_project_type_code = 'Suministros' AND expedientes.total_amount < 274000;,expedientes,"{'tipo': 'Suministros', 'entidad': 'Jefatura de Intendencia de Asuntos Económicos Este', 'cuantia': 274000}",entidad_tipo_cuantia_inferior
Busco expedientes de Suministros en Dirección de Compras de la Corporación de Radio y Televisión Española S.A. sin superar 987000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Dirección de Compras de la Corporación de Radio y Televisión Española S.A.' AND expedientes.procurement_project_type_code = 'Suministros' AND expedientes.total_amount < 987000;,expedientes,"{'tipo': 'Suministros', 'entidad': 'Dirección de Compras de la Corporación de Radio y Televisión Española S.A.', 'cuantia': 987000}",entidad_tipo_cuantia_inferior
Enseña los expedientes de Privado en Sociedad Regional Cántabra de Promoción Turística S.A. CANTUR S.A. con importes inferiores a 597000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Sociedad Regional Cántabra de Promoción Turística S.A. CANTUR S.A.' AND expedientes.procurement_project_type_code = 'Privado' AND expedientes.total_amount < 597000;,expedientes,"{'tipo': 'Privado', 'entidad': 'Sociedad Regional Cántabra de Promoción Turística S.A. CANTUR S.A.', 'cuantia': 597000}",entidad_tipo_cuantia_inferior
"Contratos de Suministros en Junta de Gobierno local del Ayuntamiento de Villalbilla, con importe por debajo de 180000€, ¿tienes un listado?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Junta de Gobierno local del Ayuntamiento de Villalbilla' AND expedientes.procurement_project_type_code = 'Suministros' AND expedientes.total_amount < 180000;,expedientes,"{'tipo': 'Suministros', 'entidad': 'Junta de Gobierno local del Ayuntamiento de Villalbilla', 'cuantia': 180000}",entidad_tipo_cuantia_inferior
Filtra todos los contratos de Gestión de Servicios Públicos en Presidencia de la Sociedad de Salvamento y Seguridad Marítima con un tope máximo de 478000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Presidencia de la Sociedad de Salvamento y Seguridad Marítima' AND expedientes.procurement_project_type_code = 'Gestión de Servicios Públicos' AND expedientes.total_amount < 478000;,expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'entidad': 'Presidencia de la Sociedad de Salvamento y Seguridad Marítima', 'cuantia': 478000}",entidad_tipo_cuantia_inferior
Filtra los expedientes de Gestión de Servicios Públicos en Parlamento de Andalucía que estén por debajo de 347000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Parlamento de Andalucía' AND expedientes.procurement_project_type_code = 'Gestión de Servicios Públicos' AND expedientes.total_amount < 347000;,expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'entidad': 'Parlamento de Andalucía', 'cuantia': 347000}",entidad_tipo_cuantia_inferior
Muéstrame todas las licitaciones de Concesión de Servicios en Dirección Económico Financiero de la Dirección General de Infraestructura. MDE que excedan 884000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Dirección Económico Financiero de la Dirección General de Infraestructura. MDE' AND expedientes.procurement_project_type_code = 'Concesión de Servicios' AND expedientes.total_amount > 884000;,expedientes,"{'tipo': 'Concesión de Servicios', 'entidad': 'Dirección Económico Financiero de la Dirección General de Infraestructura. MDE', 'cuantia': 884000}",entidad_tipo_cuantia_superior
¿Qué expedientes de Servicios hay en Junta de Gobierno del Ayuntamiento de San Agustín del Guadalix con cuantía mayor a 844000€?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Junta de Gobierno del Ayuntamiento de San Agustín del Guadalix' AND expedientes.procurement_project_type_code = 'Servicios' AND expedientes.total_amount > 844000;,expedientes,"{'tipo': 'Servicios', 'entidad': 'Junta de Gobierno del Ayuntamiento de San Agustín del Guadalix', 'cuantia': 844000}",entidad_tipo_cuantia_superior
Muéstrame todas las licitaciones de Patrimonial en Instituto Cántabro de Estadística que excedan 652000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Instituto Cántabro de Estadística' AND expedientes.procurement_project_type_code = 'Patrimonial' AND expedientes.total_amount > 652000;,expedientes,"{'tipo': 'Patrimonial', 'entidad': 'Instituto Cántabro de Estadística', 'cuantia': 652000}",entidad_tipo_cuantia_superior
¿Existen licitaciones de Suministros en Rectorado de la Universidad de les Illes Balears con cuantía mayor a 520000€ en la actualidad?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Rectorado de la Universidad de les Illes Balears' AND expedientes.procurement_project_type_code = 'Suministros' AND expedientes.total_amount > 520000;,expedientes,"{'tipo': 'Suministros', 'entidad': 'Rectorado de la Universidad de les Illes Balears', 'cuantia': 520000}",entidad_tipo_cuantia_superior
Enseña los contratos de Patrimonial en Director Gerente de Mutua Intercomarcal MATEPSS Nº con importes superiores a 53000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Director Gerente de Mutua Intercomarcal MATEPSS Nº' AND expedientes.procurement_project_type_code = 'Patrimonial' AND expedientes.total_amount > 53000;,expedientes,"{'tipo': 'Patrimonial', 'entidad': 'Director Gerente de Mutua Intercomarcal MATEPSS Nº', 'cuantia': 53000}",entidad_tipo_cuantia_superior
¿Existen contratos de Suministros en Alcaldía del Ayuntamiento de Oliva de la Frontera con cuantía mayor a 55000€ en la actualidad?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Alcaldía del Ayuntamiento de Oliva de la Frontera' AND expedientes.procurement_project_type_code = 'Suministros' AND expedientes.total_amount > 55000;,expedientes,"{'tipo': 'Suministros', 'entidad': 'Alcaldía del Ayuntamiento de Oliva de la Frontera', 'cuantia': 55000}",entidad_tipo_cuantia_superior
Muestra los expedientes de Privado en Dirección del Centro Penitenciario de Soria que se sitúen por encima de 167000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Dirección del Centro Penitenciario de Soria' AND expedientes.procurement_project_type_code = 'Privado' AND expedientes.total_amount > 167000;,expedientes,"{'tipo': 'Privado', 'entidad': 'Dirección del Centro Penitenciario de Soria', 'cuantia': 167000}",entidad_tipo_cuantia_superior
"Expedientes de Concesión de Servicios en Agencia Balear del Agua y de la Calidad Ambiental, con montos mayores a 464000€, ¿qué opciones hay?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Agencia Balear del Agua y de la Calidad Ambiental' AND expedientes.procurement_project_type_code = 'Concesión de Servicios' AND expedientes.total_amount > 464000;,expedientes,"{'tipo': 'Concesión de Servicios', 'entidad': 'Agencia Balear del Agua y de la Calidad Ambiental', 'cuantia': 464000}",entidad_tipo_cuantia_superior
Filtra las licitaciones de Obras en Dirección Gerencia de la Fundación Jóvenes y Deporte que estén por encima de 165000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Dirección Gerencia de la Fundación Jóvenes y Deporte' AND expedientes.procurement_project_type_code = 'Obras' AND expedientes.total_amount > 165000;,expedientes,"{'tipo': 'Obras', 'entidad': 'Dirección Gerencia de la Fundación Jóvenes y Deporte', 'cuantia': 165000}",entidad_tipo_cuantia_superior
Quiero ver todos los expedientes de Concesión de Servicios en Junta de Gobierno de Redován por encima de 842000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Junta de Gobierno de Redován' AND expedientes.procurement_project_type_code = 'Concesión de Servicios' AND expedientes.total_amount > 842000;,expedientes,"{'tipo': 'Concesión de Servicios', 'entidad': 'Junta de Gobierno de Redován', 'cuantia': 842000}",entidad_tipo_cuantia_superior
Muéstrame todas las licitaciones de Suministros en Alcaldia del Ayuntamiento de Marchamalo que excedan 520000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Alcaldia del Ayuntamiento de Marchamalo' AND expedientes.procurement_project_type_code = 'Suministros' AND expedientes.total_amount > 520000;,expedientes,"{'tipo': 'Suministros', 'entidad': 'Alcaldia del Ayuntamiento de Marchamalo', 'cuantia': 520000}",entidad_tipo_cuantia_superior
Busco expedientes de Suministros en Dirección de Compras de la Corporación de Radio y Televisión Española S.A. que rebasen 629000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Dirección de Compras de la Corporación de Radio y Televisión Española S.A.' AND expedientes.procurement_project_type_code = 'Suministros' AND expedientes.total_amount > 629000;,expedientes,"{'tipo': 'Suministros', 'entidad': 'Dirección de Compras de la Corporación de Radio y Televisión Española S.A.', 'cuantia': 629000}",entidad_tipo_cuantia_superior
¿Podrías indicarme todos los expedientes de Gestión de Servicios Públicos en Concejalía Delegada de Contratación del Ajuntament de València que superen 590000€?,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Concejalía Delegada de Contratación del Ajuntament de València' AND expedientes.procurement_project_type_code = 'Gestión de Servicios Públicos' AND expedientes.total_amount > 590000;,expedientes,"{'tipo': 'Gestión de Servicios Públicos', 'entidad': 'Concejalía Delegada de Contratación del Ajuntament de València', 'cuantia': 590000}",entidad_tipo_cuantia_superior
Enseña los expedientes de Concesión de Servicios en Junta Rectora del Organismo Autónomo de Museos y Centros del Cabildo Insular de Tenerife (OAMC) con importes superiores a 146000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Junta Rectora del Organismo Autónomo de Museos y Centros del Cabildo Insular de Tenerife (OAMC)' AND expedientes.procurement_project_type_code = 'Concesión de Servicios' AND expedientes.total_amount > 146000;,expedientes,"{'tipo': 'Concesión de Servicios', 'entidad': 'Junta Rectora del Organismo Autónomo de Museos y Centros del Cabildo Insular de Tenerife (OAMC)', 'cuantia': 146000}",entidad_tipo_cuantia_superior
Quiero ver las licitaciones de Patrimonial más recientes en Junta de Gobierno del Ayuntamiento de Aranjuez con cuantía superior a 681000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Junta de Gobierno del Ayuntamiento de Aranjuez' AND expedientes.procurement_project_type_code = 'Patrimonial' AND expedientes.total_amount > 681000;,expedientes,"{'tipo': 'Patrimonial', 'entidad': 'Junta de Gobierno del Ayuntamiento de Aranjuez', 'cuantia': 681000}",entidad_tipo_cuantia_superior
"Expedientes de Patrimonial en Empresa Nacional de Residuos Radiactivos, S.A., S.M.E. (ENRESA), con importe por encima de 832000€, ¿tienes un listado?","SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Empresa Nacional de Residuos Radiactivos, S.A., S.M.E. (ENRESA)' AND expedientes.procurement_project_type_code = 'Patrimonial' AND expedientes.total_amount > 832000;",expedientes,"{'tipo': 'Patrimonial', 'entidad': 'Empresa Nacional de Residuos Radiactivos, S.A., S.M.E. (ENRESA)', 'cuantia': 832000}",entidad_tipo_cuantia_superior
Busco licitaciones de Servicios en Alcaldía del Ayuntamiento de Villanueva de Algaidas que rebasen 530000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Alcaldía del Ayuntamiento de Villanueva de Algaidas' AND expedientes.procurement_project_type_code = 'Servicios' AND expedientes.total_amount > 530000;,expedientes,"{'tipo': 'Servicios', 'entidad': 'Alcaldía del Ayuntamiento de Villanueva de Algaidas', 'cuantia': 530000}",entidad_tipo_cuantia_superior
"En Intendencia de Madrid, ¿qué expedientes de Servicios se encuentran por encima de 460000€?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Intendencia de Madrid' AND expedientes.procurement_project_type_code = 'Servicios' AND expedientes.total_amount > 460000;,expedientes,"{'entidad': 'Intendencia de Madrid', 'tipo': 'Servicios', 'cuantia': 460000}",entidad_tipo_cuantia_superior
"Contratos de Privado en ADIF Alta Velocidad - Consejo de Administración, con montos mayores a 708000€, ¿qué opciones hay?",SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'ADIF Alta Velocidad - Consejo de Administración' AND expedientes.procurement_project_type_code = 'Privado' AND expedientes.total_amount > 708000;,expedientes,"{'tipo': 'Privado', 'entidad': 'ADIF Alta Velocidad - Consejo de Administración', 'cuantia': 708000}",entidad_tipo_cuantia_superior
Quiero ver las licitaciones de Obras más recientes en Dirección Gerencia de la Fundación Jóvenes y Deporte con cuantía superior a 479000€.,SELECT * FROM expedientes JOIN entidades ON expedientes.party_nif = entidades.nif WHERE entidades.name = 'Dirección Gerencia de la Fundación Jóvenes y Deporte' AND expedientes.procurement_project_type_code = 'Obras' AND expedientes.total_amount > 479000;,expedientes,"{'tipo': 'Obras', 'entidad': 'Dirección Gerencia de la Fundación Jóvenes y Deporte', 'cuantia': 479000}",entidad_tipo_cuantia_superior
